trial,tsc,delta,low16,low8
817,93206190807355,70361624,55611,59
818,93206262481735,71674380,33607,71
819,93206335824789,73343054,41877,149
820,93206408215115,72390326,14923,75
821,93206478442079,70226964,52831,95
822,93206554773114,76331035,34426,122
823,93206629539841,74766727,24577,1
824,93206711425384,81885543,55656,104
825,93206776788506,65363122,13850,26
826,93206844897171,68108665,30611,147
827,93206915506199,70609028,57367,23
828,93206987210439,71704240,65223,199
829,93207063731156,76520717,39892,212
830,93207133773194,70042038,23946,138
831,93207205284276,71511082,35252,180
832,93207276936766,71652490,56894,62
833,93207348672698,71735932,30906,186
834,93207425259594,76586896,6218,74
835,93207495407764,70148170,30868,148
836,93207569676383,74268619,47199,95
837,93207642463927,72787544,24247,183
838,93207715847682,73383755,7682,2
839,93207790299041,74451359,10145,161
840,93207860569727,70270686,26239,127
841,93207931542374,70972647,23398,102
842,93208007902877,76360503,34461,157
843,93208077892846,69989969,31982,238
844,93208153411007,75518161,52671,191
845,93208225071476,71660469,16756,116
846,93208295542600,70471124,36680,72
847,93208369449813,73907213,19285,85
848,93208440306321,70856508,31377,145
849,93208513225858,72919537,9346,130
850,93208583719907,70494049,52195,227
851,93208657137128,73417221,3560,232
852,93208728764114,71626986,65234,210
853,93208803010050,74245936,58882,2
854,93208875803005,72792955,41341,125
855,93208946338248,70535243,59848,200
856,93209018994208,72655960,36384,32
857,93209093314133,74319925,38485,85
858,93209162420288,69106155,4160,64
859,93209237794941,75374653,12413,125
860,93209310126754,72331813,58018,162
861,93209382918652,72791898,39420,252
862,93209456360209,73441557,15121,17
863,93209529768726,73408517,23318,22
864,93209600927906,71159180,10402,162
865,93209674053847,73125941,63703,215
866,93209744068162,70014315,20034,66
867,93209817382755,73314593,65379,99
868,93209888579789,71197034,24781,205
869,93209965501801,76922012,7529,105
870,93210036287745,70785944,14593,1
871,93210107514007,71226262,3223,151
872,93210179684791,72170784,18871,183
873,93210253089583,73404792,23343,47
874,93210324406370,71316787,36962,98
875,93210397421850,73015480,45338,26
876,93210473839058,76417208,47570,210
877,93210544409564,70570506,35804,220
878,93210612142760,67733196,4776,168
879,93210688487869,76345109,445,189
880,93210768129103,79641234,15439,79
881,93210835714191,67585088,32911,143
882,93210904332751,68618560,35279,207
883,93210978968946,74636195,25970,114
884,93211052157844,73188898,11156,148
885,93211126930532,74772688,7268,100
886,93211194810189,67879657,57165,77
887,93211268632312,73822123,20216,248
888,93211341131988,72499676,37076,212
889,93211419750386,78618398,12274,242
890,93211488803993,69053607,56473,153
891,93211558678334,69874341,3902,62
892,93211630218847,71540513,44639,95
893,93211706562183,76343336,38535,135
894,93211789386055,82823872,24903,71
895,93211849534288,60148233,11088,80
896,93211921796597,72262309,52725,245
897,93211996309921,74513324,51617,161
898,93212067679255,71369334,52247,23
899,93212142877397,75198142,15061,213
900,93212210813581,67936184,55949,141
901,93212287115039,76301458,7967,31
902,93212358870056,71755017,1064,40
903,93212429413797,70543741,28069,165
904,93212505568486,76154689,29926,230
905,93212574541848,68973362,59416,24
906,93212646836541,72294693,2365,61
907,93212719445908,72609367,63380,148
908,93212794596456,75150548,44136,104
909,93212862244965,67648509,59493,101
910,93212937958035,75713070,12947,147
911,93213010075423,72117388,40735,31
912,93213081900382,71824959,38238,94
913,93213151661731,69761349,3747,163
914,93213230015263,78353532,41759,31
915,93213299248906,69233643,3850,10
916,93213375352709,76103803,20357,133
917,93213444626943,69274234,23039,255
918,93213515733155,71106212,22691,163
919,93213591200096,75466941,57696,96
920,93213665544606,74344510,18846,158
921,93213733934336,68389730,54528,0
922,93213807685486,73751150,12142,110
923,93213881471141,73785655,4261,165
924,93213949002703,67531562,33743,207
925,93214023797795,74795092,52259,35
926,93214096952177,73154382,2929,113
927,93214170249297,73297120,30801,81
928,93214241011897,70762600,14521,185
929,93214318490503,77478606,29575,135
930,93214393954713,75464210,61849,153
931,93214459893492,65938779,5876,244
932,93214532936807,73043315,42087,103
933,93214609186630,76249823,8006,70
934,93214680168204,70981574,14092,12
935,93214751756273,71588069,36849,241
936,93214823511822,71755549,30478,14
937,93214894950733,71438911,35149,77
938,93214966913299,71962566,39187,19
939,93215042543765,75630466,41109,149
940,93215114247975,71704210,48935,39
941,93215182703761,68455786,19601,145
942,93215257904048,75200287,50096,176
943,93215329859728,71955680,47248,144
944,93215405296909,75437181,52493,13
945,93215474018163,68721254,26483,115
946,93215546420535,72402372,11575,55
947,93215621714729,75294194,4905,41
948,93215691860942,70146213,27598,206
949,93215768070688,76209746,18976,32
950,93215837840210,69769522,58194,82
951,93215910933714,73093504,13522,210
952,93215983050504,72116790,40712,8
953,93216054957906,71907402,55122,82
954,93216128249554,73291648,11986,210
955,93216200570031,72320477,46255,175
956,93216273788763,73218732,61275,91
957,93216346093956,72305193,14724,132
958,93216418868890,72774934,44698,154
959,93216493532919,74664029,63223,247
960,93216566648831,73115912,40959,255
961,93216636897926,70249095,35462,134
962,93216708319277,71421351,22573,45
963,93216784289781,75970504,36853,245
964,93216858312705,74022924,4097,1
965,93216928937628,70624923,46748,156
966,93217000478313,71540685,22121,105
967,93217073923839,73445526,1791,255
968,93217143694472,69770633,42120,136
969,93217219254414,75559942,39054,142
970,93217289509225,70254811,39273,105
971,93217363358345,73849120,29321,137
972,93217432453862,69095517,49894,230
973,93217505278990,72825128,64526,14
974,93217582041247,76762257,18591,159
975,93217652904346,70863099,37274,154
976,93217726090916,73186570,20132,164
977,93217797980911,71889995,17135,239
978,93217868948130,70967219,8866,162
979,93217942325161,73377031,51113,169
980,93218018804649,76479488,50089,169
981,93218091840914,73036265,13714,146
982,93218157836498,65995584,14546,210
983,93218234206341,76369843,34949,133
984,93219280707760,1046501419,57520,176
985,93220488768186,1208060426,27322,186
986,93220560829713,72061527,64785,17
987,93220624699347,63869634,36819,211
988,93220699383095,74683748,9527,55
989,93220772794811,73411716,20923,187
990,93220843067271,70272460,38791,135
991,93220920322868,77255597,27444,52
992,93220991489542,71166674,22022,6
993,93221060005085,68515543,52445,221
994,93221136036018,76030933,61618,178
995,93221207997919,71961901,64991,223
996,93221278618847,70620928,38111,223
997,93221348680584,70061737,41864,136
998,93221425765952,77085368,56896,64
999,93221499840618,74074666,10346,106
