trial,tsc,delta,low8,low16
819,3887541033830,77818097,102,39782
820,3887605449701,64415871,229,33765
821,3887679963484,74513783,92,33116
822,3887751879200,71915716,32,55840
823,3887826050108,74170908,60,39996
824,3887900925005,74874897,77,7245
825,3887966741800,65816795,40,25896
826,3888041023163,74281363,187,54971
827,3888114539196,73516033,188,39612
828,3888191836149,77296953,245,4085
829,3888261908470,70072321,246,18422
830,3888333054388,71145918,180,57780
831,3888406857349,73802961,133,1669
832,3888476949910,70092561,150,36246
833,3888549597673,72647763,233,4585
834,3888621362762,71765089,74,7754
835,3888694979343,73616581,15,27407
836,3888767690522,72711179,26,59162
837,3888839539916,71849394,204,15564
838,3888913135081,73595165,233,13801
839,3888984558012,71422931,188,2492
840,3889062489869,77931857,13,12045
841,3889133557776,71067907,16,38928
842,3889199832124,66274348,60,56380
843,3889274534442,74702318,42,47658
844,3889929802276,655267834,36,21028
845,3891128923905,1199121629,1,30465
846,3891200905182,71981277,222,53214
847,3891272379343,71474161,207,27599
848,3891346338704,73959361,144,62352
849,3891415276315,68937611,27,56091
850,3891494815793,79539478,49,34865
851,3891561797515,66981722,139,38795
852,3891635053256,73255741,200,25288
853,3891707911314,72858058,146,7314
854,3891776648503,68737189,55,62775
855,3891852294493,75645990,93,14685
856,3891922882406,70587913,102,20326
857,3891997116516,74234110,100,2148
858,3892074320780,77204264,140,5004
859,3892142156498,67835718,210,10962
860,3892216664656,74508158,80,4688
861,3892288023098,71358442,58,59962
862,3892361001122,72978024,162,30882
863,3892429946932,68945810,52,32820
864,3892506107109,76160177,229,40165
865,3892577432379,71325270,59,62267
866,3892650234837,72802458,213,54229
867,3892724487448,74252611,24,54552
868,3892796112904,71625456,8,49160
869,3892868531053,72418149,109,50029
870,3892943310073,74779020,249,52473
871,3893013708637,70398564,93,65373
872,3893085010049,71301412,129,63617
873,3893158154360,73144311,120,4216
874,3893233426446,75272086,14,40974
875,3893308290853,74864407,37,63269
876,3893375063479,66772626,183,54711
877,3893454587003,79523524,123,17531
878,3893521754642,67167639,18,10770
879,3893593272708,71518066,132,29060
880,3893667006872,73734164,152,35224
881,3894175246544,508239672,208,43216
882,3895374216408,1198969864,216,31960
883,3895444133253,69916845,133,21893
884,3895517748780,73615527,44,40492
885,3895589739201,71990421,193,6849
886,3895661287956,71548755,20,55828
887,3895735123461,73835505,5,32261
888,3895810436881,75313420,17,44817
889,3895882594051,72157170,3,46851
890,3895950279885,67685834,205,33997
891,3896025258313,74978428,73,39241
892,3896096987670,71729357,22,6678
893,3896630248916,533261246,212,1492
894,3897830451836,1200202920,124,43644
895,3897901310522,70858686,58,57914
896,3897974122404,72811882,164,59300
897,3898042023357,67900953,189,64957
898,3898114289821,72266464,157,45213
899,3898188155446,73865625,54,51766
900,3898264773864,76618418,232,58600
901,3898334383183,69609319,79,3151
902,3898409401389,75018206,45,48173
903,3898479503566,70102177,206,26830
904,3898551560902,72057336,198,60102
905,3898625959218,74398316,50,9522
906,3898701425642,75466424,234,44010
907,3898771505299,70079657,147,147
908,3898845149114,73643815,186,47034
909,3898918617365,73468251,21,49429
910,3898992642391,74025026,87,18775
911,3899059057389,66414998,237,45805
912,3899132792038,73734649,230,52454
913,3899205051697,72259659,49,25905
914,3899276844609,71792912,65,56897
915,3899348273856,71429247,192,51904
916,3899846960241,498686385,113,9329
917,3901047112085,1200151844,149,405
918,3901118150796,71038711,140,63628
919,3901192102305,73951509,161,24993
920,3901260086962,67984657,178,48818
921,3901335219247,75132285,47,11311
922,3901407149589,71930342,21,48661
923,3901479882529,72732940,33,36641
924,3901557255506,77372977,82,11602
925,3901628217509,70962003,165,63653
926,3901696089580,67872071,236,40428
927,3901769582711,73493131,119,2167
928,3901841126402,71543691,2,46082
929,3901913773945,72647543,121,14201
930,3901985433345,71659400,1,42753
931,3902059341320,73907975,8,26120
932,3902132511763,73170443,19,58387
933,3902229985982,97474219,190,15038
934,3902866514340,636528358,164,57764
935,3904069936871,1203422531,231,42727
936,3904141737355,71800484,139,15755
937,3904220707713,78970358,129,15233
938,3904287761076,67053363,180,25268
939,3904355564427,67803351,139,64395
940,3904427311458,71747031,98,49506
941,3904504015722,76704264,106,11114
942,3904575363249,71347527,177,55473
943,3904647042399,71679150,95,38239
944,3904721641022,74598623,62,56894
945,3904791417400,69776378,56,37432
946,3904868885563,77468163,59,42043
947,3904937776957,68891394,61,55101
948,3905012120440,74343483,120,15224
949,3905083678685,71558245,221,8157
950,3905156331291,72652606,27,46875
951,3905231861722,75530431,218,14298
952,3905302405170,70543448,50,41010
953,3905374396498,71991328,82,8274
954,3905446640476,72243978,92,31580
955,3905523112509,76472033,61,23101
956,3905592184463,69071954,143,20111
957,3905664197574,72013111,198,9158
958,3905736144680,71947106,40,63272
959,3905809835778,73691098,2,26370
960,3905881670552,71834774,152,33688
961,3905957713999,76043447,79,55375
962,3906026198472,68484473,200,54728
963,3906099838098,73639626,146,31890
964,3906172351812,72513714,68,62788
965,3906245412291,73060479,195,50627
966,3906315721227,70308936,11,39435
967,3906388271344,72550117,240,41200
968,3906463702952,75431608,168,40872
969,3906535461275,71758323,155,37275
970,3906605706905,70245630,153,28313
971,3906679120365,73413460,237,41453
972,3907164570756,485450391,132,1156
973,3908365849472,1201278716,128,4992
974,3908433129523,67280051,51,45107
975,3908507406803,74277280,211,4563
976,3908577585262,70178459,110,59502
977,3908648292179,70706917,83,53075
978,3908720663637,72371458,85,7253
979,3908799560905,78897268,201,64713
980,3908872676967,73116062,103,42599
981,3908942505694,69828727,222,9950
982,3909010694316,68188622,172,41132
983,3909088369401,77675085,249,56057
984,3909162418806,74049405,118,49782
985,3909232770293,70351487,245,15605
986,3909306620036,73849743,132,6276
987,3909374907478,68287442,86,5206
988,3909448700860,73793382,188,5052
989,3909519038535,70337675,71,22599
990,3909982294950,463256415,166,5030
991,3911183428488,1201133538,136,60296
992,3911252849745,69421257,81,13393
993,3911325817713,72967968,113,39793
994,3911398004826,72187113,90,6234
995,3911467279859,69275033,243,9715
996,3911542002114,74722255,194,20930
997,3911613208292,71206178,228,55012
998,3911686038798,72830506,14,9486
999,3911761249964,75211166,172,50860
